data_inversa;dia_semana;br;km;causa_acidente;tipo_acidente;fase_dia;condicao_metereologica;mortos;ilesos;feridos
2012-06-03;Domingo;174;68;Falta de atenção;Saída de Pista;Pleno dia;Ceu Claro;0;4;9
2012-09-07;Sexta;174;30.9;Falta de atenção;Colisão traseira;Pleno dia;Sol;0;7;1
2012-09-07;Sexta;174;65.5;Outras;Saída de Pista;Pleno dia;Ceu Claro;0;1;0
2012-09-09;Domingo;174;0.4;Não guardar distância de segurança;Colisão traseira;Pleno dia;Ceu Claro;0;5;0
2012-09-06;Quinta;174;83.1;Animais na Pista;Atropelamento de animal;Plena noite;Nublado;0;1;0
2012-09-07;Sexta;174;3.1;Falta de atenção;Atropelamento de pessoa;Anoitecer;Ceu Claro;0;4;1
2012-09-07;Sexta;174;17;Desobediência à sinalização;Colisão Transversal;Pleno dia;Ceu Claro;0;3;3
2012-09-16;Domingo;174;0.1;Outras;Colisão frontal;Amanhecer;Nublado;0;3;4
2012-09-22;Sábado;174;14.6;Falta de atenção;Colisão Transversal;Pleno dia;Ceu Claro;0;3;0
2012-09-24;Segunda;174;79.5;Falta de atenção;Saída de Pista;Pleno dia;Chuva;0;0;1
2012-09-22;Sábado;174;11.7;Falta de atenção;Colisão Transversal;Pleno dia;Ceu Claro;0;5;0
2012-09-28;Sexta;319;1;Defeito mecânico em veículo;Tombamento;Pleno dia;Nublado;0;1;0
2012-09-29;Sábado;174;4;Outras;Colisão com objeto móvel;Pleno dia;Ceu Claro;0;7;0
2012-09-30;Domingo;174;22.2;Falta de atenção;Colisão traseira;Pleno dia;Sol;0;4;0
2012-10-05;Sexta;174;9.2;Velocidade incompatível;Saída de Pista;Pleno dia;Chuva;0;1;3
2012-10-07;Domingo;174;41;Defeito mecânico em veículo;Incêndio;Pleno dia;Sol;0;3;0
2012-10-07;Domingo;174;106.3;Falta de atenção;Atropelamento de pessoa;Pleno dia;Ceu Claro;0;5;1
2012-10-07;Domingo;174;13.5;Ingestão de álcool;Saída de Pista;Plena noite;Ceu Claro;0;1;0
2012-10-08;Segunda;174;74.2;Dormindo;Saída de Pista;Plena noite;Nublado;0;0;1
2012-10-05;Sexta;174;63.7;Defeito mecânico em veículo;Saída de Pista;Pleno dia;Sol;0;1;0
2012-10-10;Quarta;174;16;Outras;Incêndio;Plena noite;Ignorada;0;0;0
2012-10-11;Quinta;174;15;Velocidade incompatível;Saída de Pista;Pleno dia;Chuva;0;1;0
2012-10-12;Sexta;174;28;Outras;Capotamento;Pleno dia;Ceu Claro;0;4;0
2012-10-14;Domingo;174;17;Falta de atenção;Colisão com objeto fixo;Pleno dia;Nublado;0;1;2
2012-10-14;Domingo;174;8;Falta de atenção;Colisão traseira;Plena noite;Ceu Claro;0;2;0
2012-10-14;Domingo;174;23;Falta de atenção;Colisão traseira;Pleno dia;Ceu Claro;0;4;0
2012-10-20;Sábado;174;34.3;Outras;Saída de Pista;Pleno dia;Ceu Claro;0;0;0
2012-10-24;Quarta;174;5;Ingestão de álcool;Colisão traseira;Plena noite;Ceu Claro;0;1;2
2012-10-27;Sábado;174;4;Velocidade incompatível;Colisão traseira;Pleno dia;Chuva;0;5;0
2012-11-04;Domingo;174;30;Outras;Atropelamento de pessoa;Pleno dia;Ceu Claro;1;1;0
2012-11-01;Quinta;174;17;Falta de atenção;Colisão Transversal;Pleno dia;Sol;0;1;0
2012-10-14;Domingo;174;8;Ingestão de álcool;Colisão traseira;Anoitecer;Ignorada;0;3;0
2012-11-05;Segunda;174;30;Falta de atenção;Atropelamento de pessoa;Plena noite;Ceu Claro;0;0;1
2012-11-14;Quarta;174;41.8;Velocidade incompatível;Saída de Pista;Pleno dia;Chuva;0;2;0
2012-11-17;Sábado;174;4;Ingestão de álcool;Colisão traseira;Pleno dia;Chuva;0;2;0
2012-11-20;Terça;174;30;Velocidade incompatível;Saída de Pista;Pleno dia;Ceu Claro;0;0;4
2012-11-20;Terça;174;3;Falta de atenção;Colisão traseira;Pleno dia;Nublado;0;2;1
2012-11-18;Domingo;174;11;Falta de atenção;Colisão traseira;Pleno dia;Sol;0;1;1
2012-12-02;Domingo;174;14.3;Falta de atenção;Colisão frontal;Pleno dia;Nublado;0;4;0
2012-11-11;Domingo;174;3.4;Dormindo;Colisão frontal;Pleno dia;Chuva;0;1;0
2012-11-18;Domingo;174;67.5;Ingestão de álcool;Colisão frontal;Amanhecer;Ceu Claro;0;2;0
2012-12-11;Terça;174;83;Outras;Saída de Pista;Pleno dia;Nublado;0;1;0
2012-12-06;Quinta;174;104.8;Dormindo;Saída de Pista;Plena noite;Ceu Claro;0;0;0
2012-11-30;Sexta;174;15;Outras;Saída de Pista;Anoitecer;Chuva;0;1;0
2012-12-14;Sexta;174;35.9;Ultrapassagem indevida;Saída de Pista;Pleno dia;Nublado;0;3;0
2012-12-15;Sábado;174;71;Ultrapassagem indevida;Saída de Pista;Amanhecer;Nublado;0;0;2
2012-12-14;Sexta;174;37;Não guardar distância de segurança;Colisão lateral;Amanhecer;Ceu Claro;0;0;1
2012-12-14;Sexta;174;84;Velocidade incompatível;Colisão com objeto fixo;Pleno dia;Chuva;0;1;0
2012-07-07;Sábado;174;2.4;Não guardar distância de segurança;Colisão traseira;Plena noite;Ceu Claro;0;7;1
2012-12-18;Terça;174;0.5;Falta de atenção;Colisão traseira;Pleno dia;Nublado;0;3;0
2012-12-27;Quinta;174;16.3;Falta de atenção;Colisão traseira;Pleno dia;Chuva;0;2;0
2012-12-30;Domingo;174;45.4;Não guardar distância de segurança;Saída de Pista;Pleno dia;Chuva;0;9;0
2012-12-30;Domingo;174;68;Velocidade incompatível;Colisão traseira;Anoitecer;Nublado;0;2;2
2012-06-09;Sábado;174;54;Falta de atenção;Saída de Pista;Pleno dia;Chuva;0;0;1
2013-01-01;Terça;174;46.0;Outras;Saída de Pista;Pleno dia;Chuva;0;3;4
2013-01-02;Quarta;174;25.0;Outras;Saída de Pista;Plena noite;Chuva;0;2;0
2013-01-10;Quinta;174;39.0;Dormindo;Saída de Pista;Plena noite;Ignorada;0;1;0
2013-01-14;Segunda;174;21.0;Outras;Saída de Pista;Pleno dia;Chuva;0;1;0
2013-01-20;Domingo;174;53.0;Velocidade incompatível;Colisão com objeto fixo;Pleno dia;Ceu Claro;0;1;2
2013-01-18;Sexta;174;1.0;Defeito mecânico em veículo;Colisão frontal;Pleno dia;Sol;0;1;1
2013-02-03;Domingo;174;43.0;Dormindo;Colisão traseira;Anoitecer;Ceu Claro;0;1;7
2013-02-06;Quarta;174;14.0;Velocidade incompatível;Saída de Pista;Pleno dia;Chuva;0;5;0
2013-01-19;Sábado;174;106.0;Falta de atenção;Colisão traseira;Anoitecer;Chuva;0;2;1
2013-02-09;Sábado;174;11.0;Outras;Capotamento;Pleno dia;Chuva;0;0;1
2013-02-07;Quinta;174;3.0;Velocidade incompatível;Colisão traseira;Pleno dia;Ceu Claro;0;2;0
2013-02-09;Sábado;174;15.0;Outras;Colisão com objeto fixo;Pleno dia;Chuva;0;1;0
2013-02-14;Quinta;174;20.0;Outras;Saída de Pista;Pleno dia;Chuva;0;1;0
2013-02-10;Domingo;174;18.0;Falta de atenção;Colisão traseira;Pleno dia;Ceu Claro;0;3;0
2013-02-16;Sábado;174;38.2;Falta de atenção;Colisão traseira;Pleno dia;Ceu Claro;0;2;0
2013-01-27;Domingo;174;2.5;Defeito mecânico em veículo;Colisão traseira;Pleno dia;Ceu Claro;0;3;0
2013-02-12;Terça;174;34.0;Falta de atenção;Colisão traseira;Pleno dia;Chuva;0;2;0
2013-02-17;Domingo;174;17.0;Falta de atenção;Colisão frontal;Amanhecer;Chuva;0;5;0
2013-02-17;Domingo;174;21.0;Ultrapassagem indevida;Colisão lateral;Pleno dia;Chuva;0;2;0
2013-02-24;Domingo;174;4.0;Defeito mecânico em veículo;Colisão traseira;Pleno dia;Nublado;0;1;3
2013-03-01;Sexta;174;14.0;Velocidade incompatível;Saída de Pista;Pleno dia;Chuva;0;1;0
2013-03-03;Domingo;174;49.0;Ultrapassagem indevida;Capotamento;Anoitecer;Ceu Claro;0;0;5
2013-03-06;Quarta;174;41.9;Outras;Saída de Pista;Pleno dia;Chuva;0;2;0
2013-03-10;Domingo;174;35.1;Outras;Saída de Pista;Pleno dia;Sol;0;2;0
2013-03-07;Quinta;174;26.0;Falta de atenção;Saída de Pista;Plena noite;Ceu Claro;0;0;1
2013-03-14;Quinta;174;47.0;Outras;Colisão frontal;Pleno dia;Ceu Claro;3;0;1
2013-03-23;Sábado;174;14.0;Outras;Saída de Pista;Pleno dia;Chuva;0;2;0
2013-04-05;Sexta;174;68.0;Ultrapassagem indevida;Saída de Pista;Pleno dia;Chuva;0;0;3
2013-04-06;Sábado;174;12.0;Não guardar distância de segurança;Colisão traseira;Pleno dia;Ceu Claro;0;2;0
2013-04-08;Segunda;174;8.0;Velocidade incompatível;Capotamento;Pleno dia;Chuva;0;0;3
2013-03-11;Segunda;174;14.0;Velocidade incompatível;Colisão frontal;Pleno dia;Chuva;0;2;0
2013-04-12;Sexta;319;1.0;Falta de atenção;Colisão lateral;Pleno dia;Ceu Claro;0;2;0
2013-04-13;Sábado;174;30.5;Animais na Pista;Saída de Pista;Plena noite;Ceu Claro;0;0;1
2013-04-28;Domingo;174;11.0;Velocidade incompatível;Colisão traseira;Pleno dia;Chuva;0;5;0
2013-05-02;Quinta;174;10.0;Falta de atenção;Saída de Pista;Pleno dia;Chuva;0;1;1
2013-05-01;Quarta;174;57.0;Ultrapassagem indevida;Saída de Pista;Pleno dia;Ceu Claro;0;4;0
2013-05-08;Quarta;174;14.0;Defeito na via;Saída de Pista;Pleno dia;Chuva;0;3;0
2013-05-11;Sábado;174;21.0;Falta de atenção;Colisão traseira;Plena noite;Nevoeiro/neblina;0;2;0
2013-02-17;Domingo;174;16.0;Não guardar distância de segurança;Colisão traseira;Pleno dia;Nublado;0;4;0
2013-05-30;Quinta;319;0.6;Falta de atenção;Colisão Transversal;Pleno dia;Ceu Claro;0;2;0
2013-06-01;Sábado;174;83.0;Dormindo;Saída de Pista;Plena noite;Ceu Claro;0;2;0
2013-05-30;Quinta;174;1.0;Outras;Colisão traseira;Pleno dia;Ceu Claro;0;4;1
2013-06-01;Sábado;174;0.0;Falta de atenção;Colisão lateral;Pleno dia;Ceu Claro;0;2;0
2013-06-02;Domingo;174;30.5;Falta de atenção;Colisão traseira;Pleno dia;Ceu Claro;0;4;0
2013-06-02;Domingo;174;31.0;Falta de atenção;Colisão traseira;Pleno dia;Ceu Claro;0;3;0
2013-06-02;Domingo;174;30.0;Não guardar distância de segurança;Colisão lateral;Pleno dia;Ceu Claro;0;2;0
2013-06-02;Domingo;174;17.0;Ingestão de álcool;Colisão traseira;Pleno dia;Ceu Claro;0;9;0
2013-05-30;Quinta;174;15.0;Não guardar distância de segurança;Colisão traseira;Pleno dia;Sol;0;3;0
2013-06-02;Domingo;174;65.0;Defeito mecânico em veículo;Saída de Pista;Pleno dia;Sol;0;0;2
2013-06-06;Quinta;319;0.1;Ingestão de álcool;Colisão com objeto móvel;Plena noite;Ceu Claro;0;1;0
2013-06-09;Domingo;174;30.0;Falta de atenção;Saída de Pista;Pleno dia;Sol;0;4;1
2013-06-11;Terça;174;2.0;Falta de atenção;Colisão lateral;Pleno dia;Ceu Claro;1;0;3
2013-06-12;Quarta;174;31.5;Falta de atenção;Colisão traseira;Pleno dia;Chuva;0;1;0
2013-06-02;Domingo;174;15.0;Outras;Saída de Pista;Amanhecer;Nublado;0;1;0
2013-06-21;Sexta;174;3.0;Falta de atenção;Tombamento;Pleno dia;Ceu Claro;0;1;0
2013-06-24;Segunda;174;14.1;Velocidade incompatível;Saída de Pista;Pleno dia;Chuva;0;2;0
2013-06-23;Domingo;174;4.0;Não guardar distância de segurança;Colisão traseira;Pleno dia;Nublado;0;2;0
2013-06-23;Domingo;174;4.0;Não guardar distância de segurança;Colisão traseira;Pleno dia;Chuva;0;2;0
2013-06-28;Sexta;319;1.0;Falta de atenção;Colisão lateral;Pleno dia;Ceu Claro;0;2;0
2013-07-02;Terça;174;95.6;Dormindo;Saída de Pista;Pleno dia;Nublado;0;4;1
2013-06-01;Sábado;174;20.0;Outras;Saída de Pista;Plena noite;Ignorada;0;1;0
2013-07-02;Terça;174;16.0;Outras;Tombamento;Pleno dia;Chuva;0;0;1
2013-06-17;Segunda;174;46.0;Outras;Saída de Pista;Pleno dia;Sol;0;1;0
2013-07-08;Segunda;174;3.4;Ultrapassagem indevida;Colisão lateral;Pleno dia;Ceu Claro;0;1;1
2013-07-11;Quinta;174;0.1;Defeito mecânico em veículo;Colisão lateral;Pleno dia;Nublado;0;2;1
2013-07-13;Sábado;174;26.0;Ultrapassagem indevida;Colisão traseira;Pleno dia;Ceu Claro;0;3;0
2013-07-13;Sábado;174;15.6;Ultrapassagem indevida;Saída de Pista;Plena noite;Ceu Claro;0;0;2
2013-07-15;Segunda;174;1.0;Falta de atenção;Colisão lateral;Pleno dia;Sol;0;2;0
2013-07-22;Segunda;174;1.5;Falta de atenção;Colisão frontal;Plena noite;Ceu Claro;0;4;1
2013-07-27;Sábado;174;20.5;Ingestão de álcool;Colisão frontal;Amanhecer;Sol;0;3;0
2013-08-05;Segunda;174;56.0;Velocidade incompatível;Atropelamento de pessoa;Pleno dia;Ceu Claro;0;1;1
2013-08-04;Domingo;174;13.0;Falta de atenção;Colisão lateral;Pleno dia;Ceu Claro;0;2;0
2013-08-04;Domingo;174;15.0;Falta de atenção;Colisão traseira;Anoitecer;Ceu Claro;0;3;0
2013-08-10;Sábado;174;11.0;Falta de atenção;Colisão lateral;Pleno dia;Ceu Claro;0;2;3
2013-09-03;Terça;319;38.5;Falta de atenção;Saída de Pista;Amanhecer;Ceu Claro;0;0;2
2013-09-02;Segunda;319;0.7;Falta de atenção;Colisão lateral;Pleno dia;Sol;0;1;1
2013-09-07;Sábado;174;18.0;Velocidade incompatível;Colisão traseira;Anoitecer;Ignorada;0;2;0
2013-09-08;Domingo;174;9.5;Falta de atenção;Colisão frontal;Pleno dia;Chuva;1;0;6
2013-08-03;Sábado;174;31.0;Desobediência à sinalização;Saída de Pista;Pleno dia;Sol;0;3;1
2013-09-11;Quarta;319;70.0;Dormindo;Saída de Pista;Pleno dia;Ceu Claro;0;0;1
2013-09-14;Sábado;174;6.7;Velocidade incompatível;Capotamento;Pleno dia;Ceu Claro;0;1;0
2013-09-21;Sábado;174;27.0;Ultrapassagem indevida;Colisão frontal;Pleno dia;Ceu Claro;0;2;0
2013-09-27;Sexta;174;63.0;Ultrapassagem indevida;Saída de Pista;Pleno dia;Ceu Claro;0;1;0
2013-10-03;Quinta;174;46.0;Falta de atenção;Colisão traseira;Anoitecer;Nublado;0;2;0
2013-10-06;Domingo;174;8.0;Falta de atenção;Colisão traseira;Pleno dia;Sol;0;2;0
2013-10-06;Domingo;174;8.0;Ultrapassagem indevida;Capotamento;Pleno dia;Ceu Claro;0;3;2
2013-10-09;Quarta;174;7.0;Dormindo;Colisão traseira;Pleno dia;Nublado;0;7;2
2013-10-13;Domingo;174;59.0;Outras;Capotamento;Pleno dia;Ceu Claro;0;0;2
2013-10-18;Sexta;174;21.2;Velocidade incompatível;Saída de Pista;Pleno dia;Chuva;0;2;1
2013-10-29;Terça;174;4.0;Outras;Colisão frontal;Pleno dia;Nublado;0;3;1
2013-10-28;Segunda;174;7.0;Falta de atenção;Colisão traseira;Pleno dia;Chuva;0;2;0
2013-11-03;Domingo;174;45.5;Ultrapassagem indevida;Colisão frontal;Pleno dia;Ceu Claro;0;3;7
2013-11-03;Domingo;174;45.3;Não guardar distância de segurança;Colisão traseira;Pleno dia;Chuva;0;1;1
2013-11-05;Terça;174;64.3;Animais na Pista;Atropelamento de animal;Plena noite;Ceu Claro;0;0;1
2013-11-05;Terça;174;68.0;Outras;Saída de Pista;Plena noite;Ceu Claro;0;1;0
2013-11-08;Sexta;174;66.0;Outras;Saída de Pista;Plena noite;Nevoeiro/neblina;0;1;0
2013-11-09;Sábado;174;45.0;Falta de atenção;Colisão traseira;Pleno dia;Ceu Claro;0;3;0
2013-11-16;Sábado;174;17.0;Velocidade incompatível;Tombamento;Plena noite;Chuva;0;0;1
2013-11-16;Sábado;174;21.0;Falta de atenção;Colisão traseira;Plena noite;Ceu Claro;0;2;0
2013-11-25;Segunda;174;29.0;Defeito mecânico em veículo;Colisão frontal;Plena noite;Ceu Claro;0;1;1
2013-11-27;Quarta;174;52.9;Outras;Saída de Pista;Plena noite;Chuva;0;3;0
2013-12-03;Terça;174;5.0;Outras;Colisão frontal;Pleno dia;Ceu Claro;0;0;2
2013-12-07;Sábado;174;38.0;Falta de atenção;Colisão Transversal;Pleno dia;Ceu Claro;0;2;0
2013-12-06;Sexta;174;3.0;Ultrapassagem indevida;Colisão lateral;Pleno dia;Ceu Claro;0;1;1
2013-11-30;Sábado;174;119.0;Velocidade incompatível;Saída de Pista;Plena noite;Ceu Claro;0;0;1
2013-12-11;Quarta;174;70.9;Ingestão de álcool;Atropelamento de pessoa;Amanhecer;Ceu Claro;1;0;0
2013-12-11;Quarta;174;1.4;Falta de atenção;Atropelamento de pessoa;Amanhecer;Ceu Claro;0;1;1
2013-12-14;Sábado;174;51.1;Outras;Saída de Pista;Pleno dia;Sol;0;2;0
2013-12-15;Domingo;174;29.8;Falta de atenção;Colisão traseira;Pleno dia;Nublado;0;2;0
2013-12-17;Terça;174;21.0;Velocidade incompatível;Saída de Pista;Amanhecer;Chuva;0;0;4
2013-12-21;Sábado;174;43.0;Velocidade incompatível;Colisão traseira;Amanhecer;Nublado;0;5;0
2013-12-25;Quarta;319;1.0;Ingestão de álcool;Colisão lateral;Pleno dia;Sol;0;2;0
2013-12-25;Quarta;174;953.8;Velocidade incompatível;Saída de Pista;Pleno dia;Ceu Claro;0;0;4
2013-12-25;Quarta;174;954.7;Defeito mecânico em veículo;Capotamento;Plena noite;Ceu Claro;0;0;1
2014-01-05;Domingo;174;959.0;Outras;Saída de Pista;Pleno dia;Nublado;0;0;0
2014-01-08;Quarta;174;896.8;Defeito mecânico em veículo;Colisão com objeto móvel;Pleno dia;Chuva;0;2;0
2014-01-09;Quinta;174;960.0;Outras;Saída de Pista;Plena noite;Ignorada;0;1;0
2014-01-18;Sábado;174;894.0;Desobediência à sinalização;Colisão Transversal;Pleno dia;Chuva;0;3;0
2014-01-24;Sexta;319;0.8;Falta de atenção;Colisão lateral;Pleno dia;Ceu Claro;0;2;0
2014-01-24;Sexta;174;900.0;Dormindo;Tombamento;Plena noite;Ceu Claro;0;1;0
2014-01-30;Quinta;174;898.0;Outras;Incêndio;Pleno dia;Sol;0;0;1
2014-02-01;Sábado;174;894.2;Ingestão de álcool;Saída de Pista;Pleno dia;Sol;0;1;0
2014-02-08;Sábado;174;921.0;Defeito mecânico em veículo;Saída de Pista;Pleno dia;Nublado;0;2;0
2014-02-13;Quinta;174;913.0;Velocidade incompatível;Saída de Pista;Pleno dia;Chuva;0;1;0
2014-02-20;Quinta;174;951.0;Dormindo;Saída de Pista;Pleno dia;Sol;0;1;0
2014-02-09;Domingo;174;904.0;Ingestão de álcool;Colisão traseira;Pleno dia;Chuva;0;3;1
2014-03-02;Domingo;174;980.0;Ultrapassagem indevida;Colisão frontal;Pleno dia;Chuva;2;0;2
2014-01-19;Domingo;174;948.0;Ultrapassagem indevida;Saída de Pista;Plena noite;Ignorada;0;1;4
2014-02-24;Segunda;174;939.0;Falta de atenção;Colisão com objeto fixo;Plena noite;Ignorada;0;2;0
2014-03-16;Domingo;174;976.0;Outras;Saída de Pista;Pleno dia;Ceu Claro;0;1;0
2014-03-02;Domingo;174;943.0;Defeito na via;Saída de Pista;Plena noite;Nevoeiro/neblina;0;1;0
2014-03-22;Sábado;174;922.0;Velocidade incompatível;Atropelamento de pessoa;Plena noite;Chuva;1;0;0
2014-03-26;Quarta;174;886.0;Desobediência à sinalização;Colisão lateral;Pleno dia;Ceu Claro;0;2;0
2014-02-23;Domingo;174;938.6;Outras;Colisão com objeto fixo;Plena noite;Ceu Claro;0;2;10
2014-03-29;Sábado;174;923.5;Falta de atenção;Colisão traseira;Pleno dia;Ceu Claro;0;7;0
2014-03-29;Sábado;174;943.2;Outras;Saída de Pista;Plena noite;Ceu Claro;0;3;2
2014-03-28;Sexta;319;1.0;Desobediência à sinalização;Colisão lateral;Pleno dia;Nublado;0;2;0
2014-04-03;Quinta;174;958.0;Falta de atenção;Tombamento;Pleno dia;Ceu Claro;0;2;1
2014-04-04;Sexta;174;934.8;Falta de atenção;Colisão traseira;Pleno dia;Sol;0;5;0
2014-04-05;Sábado;174;959.0;Defeito na via;Capotamento;Pleno dia;Ceu Claro;0;1;0
2014-04-18;Sexta;174;894.0;Não guardar distância de segurança;Colisão traseira;Pleno dia;Sol;0;1;2
2014-04-19;Sábado;174;893.9;Velocidade incompatível;Colisão traseira;Pleno dia;Sol;0;2;0
2014-04-22;Terça;174;964.0;Defeito mecânico em veículo;Saída de Pista;Pleno dia;Sol;0;1;0
2014-05-04;Domingo;174;913.0;Velocidade incompatível;Saída de Pista;Pleno dia;Chuva;0;2;1
2014-05-08;Quinta;174;922.0;Outras;Queda de motocicleta / bicicleta / veículo;Pleno dia;Ceu Claro;0;0;2
2014-05-08;Quinta;174;885.0;Falta de atenção;Colisão traseira;Anoitecer;Ceu Claro;0;2;0
2014-05-17;Sábado;174;947.0;Falta de atenção;Saída de Pista;Amanhecer;Chuva;0;3;0
2014-05-22;Quinta;174;907.7;Defeito mecânico em veículo;Saída de Pista;Pleno dia;Sol;0;0;0
2014-05-30;Sexta;174;925.0;Velocidade incompatível;Saída de Pista;Pleno dia;Ceu Claro;0;0;1
2014-05-31;Sábado;174;938.0;Velocidade incompatível;Saída de Pista;Pleno dia;Chuva;0;1;1
2014-06-01;Domingo;174;949.0;Velocidade incompatível;Saída de Pista;Pleno dia;Ceu Claro;0;1;1
2014-06-01;Domingo;174;930.5;Dormindo;Saída de Pista;Pleno dia;Ceu Claro;0;2;0
2014-06-01;Domingo;174;963.0;Defeito mecânico em veículo;Queda de motocicleta / bicicleta / veículo;Pleno dia;Ceu Claro;0;0;2
2014-06-04;Quarta;174;934.0;Outras;Saída de Pista;Plena noite;Nublado;0;1;0
2014-06-03;Terça;174;1126.0;Defeito na via;Saída de Pista;Anoitecer;Ignorada;0;1;0
2014-01-05;Domingo;174;953.0;Velocidade incompatível;Saída de Pista;Pleno dia;Ignorada;0;0;0
2014-06-05;Quinta;174;890.0;Velocidade incompatível;Saída de Pista;Anoitecer;Chuva;0;2;0
2014-06-25;Quarta;174;887.0;Não guardar distância de segurança;Colisão traseira;Pleno dia;Chuva;0;5;0
2014-04-11;Sexta;174;884.8;Ultrapassagem indevida;Colisão frontal;Pleno dia;Ceu Claro;0;1;1
2014-04-09;Quarta;174;960.0;Outras;Saída de Pista;Pleno dia;Ceu Claro;0;1;0
2014-07-14;Segunda;174;955.0;Dormindo;Saída de Pista;Amanhecer;Ceu Claro;0;0;1
2014-07-27;Domingo;174;904.0;Ingestão de álcool;Colisão lateral;Pleno dia;Ceu Claro;0;4;1
2014-07-26;Sábado;174;926.0;Ingestão de álcool;Colisão traseira;Anoitecer;Ceu Claro;0;2;0
2014-08-01;Sexta;174;930.0;Dormindo;Tombamento;Pleno dia;Sol;0;1;0
2014-08-07;Quinta;174;887.0;Velocidade incompatível;Saída de Pista;Pleno dia;Ceu Claro;0;1;0
2014-08-09;Sábado;174;935.0;Dormindo;Colisão com objeto fixo;Plena noite;Ceu Claro;0;1;0
2014-08-13;Quarta;174;905.0;Falta de atenção;Saída de Pista;Plena noite;Ceu Claro;0;1;0
2014-08-23;Sábado;174;918.0;Outras;Colisão frontal;Amanhecer;Ceu Claro;2;2;0
2014-08-24;Domingo;319;1.0;Ingestão de álcool;Colisão lateral;Pleno dia;Ceu Claro;0;4;0
2014-09-04;Quinta;174;886.0;Falta de atenção;Saída de Pista;Anoitecer;Ceu Claro;0;0;1
2014-09-02;Terça;174;886.0;Outras;Atropelamento de pessoa;Plena noite;Ceu Claro;1;0;0
2014-08-07;Quinta;174;927.0;Falta de atenção;Colisão traseira;Pleno dia;Ceu Claro;0;2;0
2014-09-06;Sábado;174;891.0;Falta de atenção;Colisão lateral;Pleno dia;Nublado;0;1;1
2014-09-07;Domingo;174;887.0;Falta de atenção;Colisão traseira;Anoitecer;Ceu Claro;0;7;0
2014-09-15;Segunda;174;915.0;Falta de atenção;Colisão Transversal;Pleno dia;Ceu Claro;0;1;0
2014-10-04;Sábado;174;923.9;Ultrapassagem indevida;Colisão frontal;Plena noite;Ceu Claro;0;1;1
2014-10-02;Quinta;174;912.0;Velocidade incompatível;Atropelamento de pessoa;Pleno dia;Nublado;1;2;0
2014-10-18;Sábado;174;902.1;Outras;Colisão lateral;Pleno dia;Chuva;0;1;2
2014-10-20;Segunda;174;907.0;Outras;Saída de Pista;Plena noite;Ceu Claro;0;2;0
2014-10-24;Sexta;174;889.0;Ultrapassagem indevida;Saída de Pista;Pleno dia;Chuva;0;0;1
2014-10-28;Terça;174;963.0;Outras;Tombamento;Pleno dia;Sol;0;1;2
2014-10-30;Quinta;319;0.8;Velocidade incompatível;Atropelamento de pessoa;Plena noite;Ceu Claro;0;1;1
2014-11-03;Segunda;174;956.0;Defeito mecânico em veículo;Capotamento;Pleno dia;Sol;0;0;2
2014-11-04;Terça;174;921.0;Outras;Saída de Pista;Pleno dia;Chuva;0;2;0
2014-11-05;Quarta;174;912.0;Outras;Capotamento;Pleno dia;Chuva;0;0;0
2014-11-09;Domingo;174;929.0;Outras;Saída de Pista;Pleno dia;Chuva;0;2;0
2014-11-15;Sábado;174;893.0;Velocidade incompatível;Colisão lateral;Anoitecer;Chuva;0;0;5
2014-11-19;Quarta;174;899.6;Defeito mecânico em veículo;Saída de Pista;Pleno dia;Ceu Claro;0;1;0
2014-11-20;Quinta;174;974.0;Não guardar distância de segurança;Colisão traseira;Pleno dia;Ceu Claro;0;9;0
2014-11-19;Quarta;174;974.0;Outras;Saída de Pista;Pleno dia;Chuva;1;0;0
2014-12-01;Segunda;174;894.0;Outras;Colisão Transversal;Pleno dia;Ceu Claro;0;2;0
2014-11-29;Sábado;174;924.0;Outras;Colisão com objeto fixo;Anoitecer;Ceu Claro;0;6;0
2014-12-14;Domingo;174;948.0;Velocidade incompatível;Saída de Pista;Pleno dia;Chuva;0;2;2
2014-12-15;Segunda;174;916.0;Velocidade incompatível;Atropelamento de pessoa;Plena noite;Ceu Claro;1;2;0
2014-12-19;Sexta;319;1.0;Defeito mecânico em veículo;Colisão traseira;Pleno dia;Nublado;0;4;0
2014-12-21;Domingo;174;887.0;Ultrapassagem indevida;Colisão Transversal;Anoitecer;Ignorada;0;0;0
2014-02-15;Sábado;174;968.0;Falta de atenção;Colisão lateral;Pleno dia;Ceu Claro;0;2;0
2014-10-14;Terça;174;901.0;Velocidade incompatível;Colisão traseira;Plena noite;Nublado;0;1;3
2015-01-03;Sábado;174;939.0;Velocidade incompatível;Saída de Pista;Pleno dia;Ceu Claro;2;0;5
2015-01-07;Quarta;174;1080.0;Defeito mecânico em veículo;Incêndio;Pleno dia;Ceu Claro;0;2;0
2015-01-21;Quarta;174;894.2;Velocidade incompatível;Colisão Transversal;Anoitecer;Chuva;0;3;0
2015-01-21;Quarta;319;1.0;Falta de atenção;Colisão traseira;Pleno dia;Ceu Claro;0;2;0
2015-01-17;Sábado;174;928.0;Outras;Saída de Pista;Plena noite;Nevoeiro/neblina;0;0;1
2015-02-01;Domingo;174;908.0;Velocidade incompatível;Saída de Pista;Amanhecer;Nevoeiro/neblina;0;0;0
2015-02-03;Terça;174;961.0;Ingestão de álcool;Colisão traseira;Anoitecer;Ceu Claro;0;5;0
